Outcode,Latitude,Longitude
PL13,50.36653,-4.495377
PL14,50.4599,-4.48599
PL15,50.620911,-4.440672
PL16,50.66417,-4.287574
PL17,50.523425,-4.320694
PL18,50.517052,-4.249081
PL19,50.563948,-4.182313
PL2,50.383731,-4.143419
PL20,50.501,-4.1
PL21,50.38481,-3.907164
PL22,50.403154,-4.640656
PL23,50.344982,-4.624074
PL24,50.357441,-4.711844
PL25,50.343653,-4.778291
PL26,50.332127,-4.836391
PL27,50.533117,-4.902779
PL28,50.529986,-4.981866
PL29,50.535754,-4.793361
PL3,50.383948,-4.127383
PL30,50.499762,-4.737563
PL31,50.470866,-4.723661
PL32,50.649531,-4.647432
PL33,50.618815,-4.738026
PL34,50.658926,-4.732742
PL35,50.68538,-4.672516
PL4,50.373306,-4.125679
PL5,50.419474,-4.167048
PL6,50.418,-4.116
PL7,50.420283,-4.030637
PL8,50.335568,-4.02085
PL9,50.344591,-4.087926
PO1,50.798947,-1.089521
PO10,50.845961,-0.925525
PO11,50.791,-0.975
PO12,50.798391,-1.142548
PO13,50.812,-1.177
PO14,50.838993,-1.22591
PO15,50.866634,-1.227089
PO16,50.850353,-1.156753
PO17,50.887883,-1.147406
PO18,50.875128,-0.787122
PO19,50.842375,-0.785078
PO2,50.812021,-1.082514
PO20,50.791262,-0.781814
PO21,50.786185,-0.705811
PO22,50.81262,-0.644671
PO3,50.816822,-1.064742
PO30,50.679662,-1.348417
PO31,50.753,-1.306
PO32,50.75,-1.28
PO33,50.714559,-1.177213
PO34,50.716,-1.112
PO35,50.686,-1.084
PO36,50.669163,-1.164722
PO37,50.63139,-1.182286
PO38,50.604,-1.241
PO39,50.68,-1.538
PO4,50.791421,-1.059343
PO40,50.684468,-1.512729
PO41,50.699,-1.477
PO5,50.788569,-1.088156
PO6,50.845877,-1.068629
PO7,50.911106,-1.05861
PO8,50.923803,-0.994111
PO9,50.875657,-0.966365
PR1,53.754842,-2.708077
PR2,53.782462,-2.693439
PR25,53.694,-2.693
PR26,53.687,-2.74
PR3,53.869,-2.716
PR4,53.754,-2.833
PR5,53.740183,-2.63814
PR6,53.667,-2.609
PR7,53.643195,-2.668681
PR8,53.617573,-2.999234
PR9,53.66,-2.968
RG1,51.453118,-0.969128
RG10,51.480331,-0.874369
RG12,51.407528,-0.753155
RG14,51.412843,-1.320011
RG17,51.442665,-1.507559
RG18,51.444561,-1.245329
RG19,51.376601,-1.255961
RG2,51.418062,-0.938594
RG20,51.42355,-1.347745
RG21,51.263381,-1.087826
RG22,51.249273,-1.119584
RG23,51.251002,-1.156653
RG24,51.281291,-1.067374
RG25,51.225801,-1.15099
RG26,51.315072,-1.140177
RG27,51.307085,-0.953083
RG28,51.246614,-1.338552
RG29,51.235837,-0.937807
RG30,51.43828,-1.025635
RG31,51.458379,-1.028316
RG4,51.500299,-0.969302
RG40,51.401614,-0.839795
RG41,51.417112,-0.871586
RG42,51.438927,-0.748663
RG45,51.38286,-0.803686
RG5,51.451758,-0.924728
RG6,51.440383,-0.936305
RG7,51.373413,-1.070053
RG8,51.501415,-1.126942
RG9,51.563896,-0.938633
RH1,51.234337,-0.133752
RH10,51.116697,-0.1333
RH11,51.111,-0.205
RH12,51.095418,-0.37152
RH13,51.017914,-0.335289
RH14,51.032,-0.483
RH15,50.956853,-0.128864
RH16,51.002512,-0.086449
RH17,51.021,-0.115
RH18,51.093883,0.026749
RH19,51.108906,-0.011523
RH2,51.228951,-0.228366
RH20,50.937,-0.47
RH3,51.232,-0.279
RH4,51.222806,-0.343054
RH5,51.189415,-0.349366
RH6,51.171,-0.162
RH7,51.174,-0.016
RH8,51.247482,0.005814
RH9,51.236,-0.068
RM1,51.585869,0.184763
RM10,51.544473,0.16028
RM11,51.572636,0.214983
RM12,51.551654,0.209003
RM13,51.517496,0.196964
RM14,51.561418,0.312315
RM15,51.512713,0.271966
RM16,51.50458,0.33613
RM17,51.481051,0.309275
RM18,51.469094,0.375546
RM19,51.483168,0.275403
RM2,51.583238,0.195147
RM20,51.477252,0.292301
RM3,51.604206,0.227053
RM4,51.626705,0.171292
RM5,51.59116,0.159866
RM6,51.579372,0.140517
RM7,51.575368,0.167781
RM8,51.557,0.134564
RM9,51.53857,0.135158
S1,53.378922,-1.471616
S10,53.374646,-1.540342
S11,53.345593,-1.540273
S12,53.339202,-1.398882
S13,53.366292,-1.379453
S14,53.358812,-1.447956
S17,53.316585,-1.528926
S18,53.289213,-1.483639
S2,53.368447,-1.445125
S20,53.335912,-1.358149
S21,53.310092,-1.357106
S25,53.369541,-1.215148
S26,53.345398,-1.284851
S3,53.388276,-1.473518
S32,53.301036,-1.664027
S33,53.341,-1.721
S35,53.460683,-1.513299
S36,53.504994,-1.661897
S4,53.397399,-1.44872
S40,53.231516,-1.449474
S41,53.242052,-1.429895
S42,53.219827,-1.455139
S43,53.273214,-1.329534
S44,53.225,-1.313
S45,53.183609,-1.439719
S5,53.423451,-1.462141
S6,53.410324,-1.565401
S60,53.410015,-1.339531
S61,53.446984,-1.4
S62,53.470911,-1.382525
S63,53.518264,-1.34113
S64,53.488237,-1.298621
S65,53.44415,-1.303736
S66,53.422131,-1.251203
S7,53.350906,-1.493997
S70,53.528741,-1.470605
S71,53.555436,-1.471299
S72,53.576059,-1.406569
S73,53.523006,-1.390607
S74,53.500975,-1.437006
S75,53.553291,-1.546944
S8,53.341572,-1.474805
S80,53.288095,-1.143405
S81,53.338,-1.122
S9,53.40179,-1.412625
SA1,51.633739,-3.920433
SA10,51.710458,-3.753328
SA11,51.901774,-3.706102
SA12,51.619354,-3.77687
SA13,51.610049,-3.702842
SA14,51.749628,-4.094415
SA15,51.736428,-4.187264
SA16,51.69942,-4.237581
SA17,51.759947,-4.288092
SA18,51.795164,-3.948701
SA19,51.978177,-3.940586
SA2,51.619529,-4.024826
SA20,52.024451,-3.773248
SA3,51.587423,-4.136186
SA31,51.853384,-4.311946
SA32,51.904354,-4.166582
SA33,51.853602,-4.437568
SA34,51.856335,-4.615419
SA35,52.007499,-4.570613
SA36,51.96264,-4.606516
SA37,52.028061,-4.599919
SA38,52.037396,-4.460076
SA39,52.024056,-4.25438
SA4,51.686901,-4.062317
SA40,52.095144,-4.177253
SA41,52.011746,-4.709614
SA42,52.017421,-4.868759
SA43,52.081127,-4.635905
SA44,52.087874,-4.376386
SA45,52.137127,-4.357522
SA46,52.183494,-4.186019
SA47,52.187468,-4.293168
SA48,52.151682,-4.125492
SA5,51.686911,-3.979889
SA6,51.692339,-3.903859
SA61,51.797153,-4.975176
SA62,51.837132,-5.051293
SA63,51.858303,-4.881783
SA64,51.99829,-5.029182
SA65,51.979778,-4.919321
SA66,51.879791,-4.773451
SA67,51.780146,-4.747511
SA68,51.745122,-4.799631
SA69,51.70037,-4.717092
SA7,51.672918,-3.894399
SA70,51.673111,-4.765173
SA71,51.650302,-4.981505
SA72,51.695996,-4.914592
SA73,51.728127,-5.001819
SA8,51.733614,-3.86265
SA9,51.781,-3.767
SE1,51.495933,-0.093868
SE10,51.484792,0.000007
SE11,51.488679,-0.110733
SE12,51.442771,0.028541
SE13,51.45787,-0.010978
SE14,51.476244,-0.041016
SE15,51.470329,-0.064472
SE16,51.496601,-0.054981
SE17,51.488031,-0.093105
SE18,51.480838,0.072545
SE19,51.41781,-0.087765
SE2,51.489982,0.11878
SE20,51.411257,-0.059209
SE21,51.44143,-0.087103
SE22,51.452594,-0.070284
SE23,51.444075,-0.049749
SE24,51.451265,-0.099606
SE25,51.396818,-0.076
SE26,51.428318,-0.052663
SE27,51.43157,-0.100975
SE28,51.501821,0.105653
SE3,51.469029,0.023439
SE4,51.460491,-0.036605
SE5,51.47294,-0.093097
SE6,51.436209,-0.013897
SE7,51.484129,0.035171
SE8,51.479535,-0.030041
SE9,51.446699,0.055643
SG1,51.910265,-0.196037
SG10,51.836421,0.042372
SG11,51.870796,0.023846
SG12,51.831158,-0.017922
SG13,51.767776,-0.079926
SG14,51.829768,-0.112918
SG15,52.007346,-0.257435
SG16,52.018503,-0.302494
SG17,52.037565,-0.342556
SG18,52.079406,-0.28602
SG19,52.14869,-0.216457
SG2,51.905054,-0.134777
SG3,51.859399,-0.186734
SG4,51.90487,-0.244738
SG5,51.978844,-0.30458
SG6,51.975005,-0.225625
SG7,52.020135,-0.155654
SG8,52.074566,-0.017993
SG9,51.905836,-0.000091
SK1,53.408558,-2.147592
SK10,53.296294,-2.15042
SK11,53.210406,-2.159378
SK12,53.351098,-2.086204
SK13,53.448,-1.963
SK14,53.45028,-2.035171
SK15,53.489641,-2.052625
SK16,53.469167,-2.077114
SK17,53.244,-1.879
SK2,53.395145,-2.128096
SK22,53.373,-1.985
SK23,53.328,-1.949
SK3,53.395995,-2.175622
SK4,53.420603,-2.184079
SK5,53.431243,-2.146556
SK6,53.397309,-2.068041
SK7,53.360604,-2.136343
SK8,53.375718,-2.211561
SK9,53.321932,-2.240876
SL0,51.526973,-0.515586
SL1,51.536391,-0.6262
SL2,51.545084,-0.606994
SL3,51.513763,-0.543683
SL4,51.470509,-0.639046
SL5,51.405481,-0.664241
SL6,51.512824,-0.751332
SL7,51.580498,-0.787968
SL8,51.576656,-0.709079
SL9,51.595337,-0.562297
SM1,51.370446,-0.192906
SM2,51.347529,-0.204527
SM3,51.37,-0.213
SM4,51.391413,-0.198954
SM5,51.362632,-0.169464
SM6,51.358061,-0.140241
SM7,51.321281,-0.198481
SN1,51.556859,-1.772107
SN10,51.323154,-1.973389
SN11,51.444965,-1.988312
SN12,51.370135,-2.143427
SN13,51.420982,-2.217126
SN14,51.503148,-2.256915
SN15,51.476677,-2.043185
SN16,51.601423,-2.089942
SN2,51.576361,-1.77433
SN25,51.581344,-1.782517
SN26,51.59683,-1.795246
SN3,51.569886,-1.7459
SN4,51.510778,-1.804996
SN5,51.584613,-1.87136
SN6,51.617113,-1.781275
SN7,51.641445,-1.571002
SN8,51.398676,-1.687187
SN9,51.30735,-1.781248
SO14,50.906946,-1.394128
SO15,50.918357,-1.438121
SO16,50.940979,-1.434965
SO17,50.927796,-1.404315
SO18,50.929871,-1.357525
SO19,50.900069,-1.352825
SO20,51.107567,-1.455197
SO21,51.089135,-1.312533
SO22,51.068562,-1.335537
SO23,51.074729,-1.311306
SO24,51.090272,-1.124835
SO30,50.923236,-1.301237
SO31,50.867725,-1.308176
SO32,50.960631,-1.200665
SO40,50.901886,-1.513445
SO41,50.756842,-1.55786
SO42,50.806468,-1.512951
SO43,50.897901,-1.589241
SO45,50.831659,-1.38134
SO50,50.971062,-1.333531
SO51,51.002621,-1.506892
SO52,50.980198,-1.410874
SO53,50.984,-1.38
SP1,51.079263,-1.79336
SP10,51.211952,-1.487706
SP11,51.232249,-1.498236
SP2,51.083971,-1.845961
SP3,51.131372,-2.002864
SP4,51.160723,-1.741559
SP5,51.039192,-1.856838
SP6,50.941479,-1.81619
SP7,51.001619,-2.157452
SP8,51.033047,-2.302714
SP9,51.228422,-1.66329
SR1,54.909048,-1.388008
SR2,54.887,-1.376
SR3,54.877,-1.415
SR4,54.899475,-1.446549
SR5,54.919723,-1.43585
SR6,54.935,-1.378
SR7,54.83,-1.362
SR8,54.770904,-1.340001
SR9,54.902,-1.374
SS0,51.549178,0.687521
SS1,51.535534,0.736419
SS11,51.621574,0.550868
SS12,51.60066,0.522662
SS13,51.576372,0.501405
SS14,51.577722,0.472011
SS15,51.581856,0.427985
SS16,51.557648,0.448607
SS17,51.518807,0.450799
SS2,51.55,0.717
SS3,51.56462,0.839234
SS4,51.59704,0.736235
SS5,51.609922,0.645703
SS6,51.592299,0.600563
SS7,51.563613,0.584411
SS8,51.524085,0.578456
SS9,51.556691,0.65052
ST1,53.026,-2.172
ST10,52.989,-1.963
ST11,52.967,-2.065
ST12,52.948,-2.171
ST13,53.101,-2.018
ST14,52.903,-1.868
ST15,52.9,-2.148
ST16,52.812198,-2.120189
ST17,52.789,-2.099
ST18,52.823328,-2.084043
ST19,52.713,-2.147
ST2,53.032286,-2.138479
ST20,52.798,-2.263
ST21,52.868,-2.259
ST3,52.981,-2.122
ST4,52.995,-2.183
ST5,53.015,-2.237
ST6,53.063857,-2.186154
ST7,53.078282,-2.271495
ST8,53.115,-2.167
ST9,53.05,-2.099
SW1,51.499157,-0.143114
SW10,51.48268,-0.183435
SW11,51.464978,-0.167151
SW12,51.445306,-0.14795
SW13,51.47666,-0.246613
SW14,51.464135,-0.26565
SW15,51.449091,-0.232384
SW16,51.420395,-0.128057
SW17,51.430842,-0.169857
SW18,51.451808,-0.192757
SW19,51.425525,-0.207992
SW1A,51.503,-0.132
SW1E,51.497,-0.138
SW1H,51.498,-0.133
SW1P,51.495,-0.132
SW1V,51.489961,-0.138635
SW1W,51.493,-0.147
SW1X,51.497822,-0.150433
SW1Y,51.503766,-0.132119
SW2,51.449274,-0.1208
SW20,51.408434,-0.229908
SW3,51.491239,-0.16875
SW4,51.462388,-0.142168
SW5,51.489898,-0.191566
SW6,51.476085,-0.204714
SW7,51.495825,-0.175435
SW8,51.476829,-0.13196
SW9,51.476821,-0.137907
SY1,52.725146,-2.734015
SY10,52.836,-3.121
SY11,52.867,-3.029
SY12,52.903,-2.893
SY13,52.952,-2.689
SY14,53.03,-2.763
SY15,52.555,-3.13
SY16,52.52,-3.311
SY17,52.517,-3.465
SY18,52.441,-3.548
SY19,52.574,-3.611
SY2,52.704859,-2.731902
SY20,52.620649,-3.80273
SY21,52.659459,-3.271261
SY22,52.756,-3.186
SY23,52.381,-4.051
SY24,52.47,-4.023
SY25,52.238,-3.936
SY3,52.699,-2.77
SY4,52.800763,-2.776799
SY5,52.653,-2.827
SY6,52.539,-2.79
SY7,52.425,-2.887
SY8,52.368745,-2.706694
SY9,52.498,-2.986
TA1,51.077473,-3.191758
TA10,51.037853,-2.81022
TA11,51.06404,-2.677707
TA12,50.975285,-2.788078
TA13,50.943378,-2.816946
TA14,50.944638,-2.747407
TA15,50.949742,-2.722715
TA16,50.901505,-2.792703
TA17,50.895254,-2.848508
TA18,50.879725,-2.787386
TA19,50.924904,-2.917357
TA2,51.045461,-3.096421
TA20,50.880911,-2.98087
TA21,50.968003,-3.271349
TA22,51.052786,-3.558382
TA23,51.136559,-3.387598
TA24,51.165908,-3.590516
TA3,50.972569,-3.024357
TA4,51.08295,-3.305546
TA5,51.138035,-3.121452
TA6,51.130154,-3.017754
TA7,51.121597,-2.904363
TA8,51.273932,-2.995332
TA9,51.226433,-2.936152
TD1,55.658105,-2.818431
TD10,55.71086,-2.457745
TD11,55.788,-2.316
TD12,55.653,-2.239
TD13,55.93,-2.37
TD14,55.868,-2.124
TD15,55.747,-2.012
TD2,55.733,-2.753
TD3,55.7,-2.572
TD4,55.642,-2.671
TD5,55.587,-2.416
TD6,55.583,-2.694
TD7,55.537,-2.871
TD8,55.475,-2.541
TD9,55.397,-2.776
TF1,52.70311,-2.494334
TF10,52.769,-2.385
TF11,52.663,-2.36
TF12,52.612,-2.48
TF13,52.578,-2.582
TF2,52.70987,-2.431688
TF3,52.667581,-2.445387
TF4,52.661,-2.467
TF5,52.715,-2.536
TF6,52.735,-2.554
TF7,52.636,-2.449
TF8,52.63,-2.479
TF9,52.897,-2.469
TN1,51.140576,0.272052
TN10,51.21,0.286
TN11,51.200041,0.256171
TN12,51.172,0.44
TN13,51.27877,0.176316
TN14,51.285971,0.145143
TN15,51.29566,0.28018
TN16,51.284127,0.064056
TN17,51.096,0.538
TN18,51.043,0.526
TN19,51.002,0.408
TN2,51.138,0.287
TN20,51.026,0.256
TN21,50.954724,0.292641
TN22,50.981,0.101
TN23,51.134456,0.840505
TN24,51.15,0.887
TN25,51.144506,0.92453
TN26,51.1,0.806
TN27,51.166,0.707
TN28,50.982,0.953
TN29,50.993,0.934
TN3,51.116554,0.269025
TN30,51.062,0.698
TN31,50.963,0.687
TN32,50.98,0.49
TN33,50.91,0.477
TN34,50.868945,0.577482
TN35,50.891027,0.623811
TN36,50.921,0.702
TN37,50.871,0.558
TN38,50.863,0.546
TN39,50.846,0.455
TN4,51.14847,0.256846
TN40,50.844,0.484
TN5,51.084277,0.370923
TN6,51.053976,0.201045
TN7,51.092,0.109
TN8,51.184684,0.101744
TN9,51.19286,0.271046
TQ1,50.485191,-3.520637
TQ10,50.420682,-3.776643
TQ11,50.470607,-3.77014
TQ12,50.520515,-3.63229
TQ13,50.581556,-3.71983
TQ14,50.551994,-3.524933
TQ2,50.475519,-3.5489
TQ3,50.454328,-3.587091
TQ4,50.41855,-3.583991
TQ5,50.389286,-3.53887
TQ6,50.345628,-3.592785
TQ7,50.286778,-3.78466
TQ8,50.252558,-3.757062
TQ9,50.392831,-3.712052
TR1,50.260052,-5.055824
TR10,50.166,-5.118
TR11,50.149,-5.086
TR12,50.043,-5.179
TR13,50.109,-5.285
TR14,50.201612,-5.308918
TR15,50.229842,-5.244422
TR16,50.223377,-5.227255
TR17,50.125,-5.468
TR18,50.117,-5.541
TR19,50.1,-5.627
TR2,50.253,-4.952
TR20,50.131,-5.488
TR21,49.93,-6.256
TR22,49.892,-6.344
TR23,49.953,-6.352
TR24,49.955,-6.334
TR25,49.964,-6.293
TR26,50.196434,-5.512294
TR27,50.182,-5.403
TR3,50.217,-5.109
TR4,50.283,-5.136
TR5,50.290981,-5.136791
TR6,50.342,-5.152
TR7,50.413,-5.074
TR8,50.399,-5.037
TR9,50.424291,-4.979132
TS1,54.57292,-1.20781
TS10,54.604329,-1.08952
TS11,54.582606,-1.040474
TS12,54.545431,-0.959089
TS13,54.535073,-0.852002
TS14,54.535735,-1.070891
TS15,54.499741,-1.337208
TS16,54.532609,-1.368652
TS17,54.5379,-1.299533
TS18,54.557901,-1.317546
TS19,54.577304,-1.341203
TS2,54.596623,-1.214093
TS20,54.58783,-1.317699
TS21,54.614718,-1.41958
TS22,54.619834,-1.311386
TS23,54.602677,-1.280475
TS24,54.69659,-1.215634
TS25,54.655496,-1.213076
TS26,54.691,-1.235713
TS27,54.705481,-1.292716
TS28,54.705383,-1.37298
TS29,54.711002,-1.417388
TS3,54.562454,-1.208372
TS4,54.557342,-1.222498
TS5,54.55159,-1.249348
TS6,54.571203,-1.147308
TS7,54.526472,-1.18373
TS8,54.515108,-1.240532
TS9,54.426502,-1.172898
TW1,51.44756,-0.322264
TW10,51.44636,-0.29559
TW11,51.425216,-0.329991
TW12,51.421891,-0.366823
TW13,51.438166,-0.403068
TW14,51.45444,-0.426084
TW15,51.430089,-0.458232
TW16,51.41184,-0.410919
TW17,51.396616,-0.451069
TW18,51.419382,-0.505518
TW19,51.452814,-0.5149
TW2,51.444861,-0.356801
TW20,51.421703,-0.556943
TW3,51.468471,-0.367379
TW4,51.461794,-0.385885
TW5,51.482203,-0.385231
TW6,51.466863,-0.426508
TW7,51.474465,-0.336552
TW8,51.487677,-0.304979
TW9,51.472596,-0.293654
UB1,51.519643,-0.369392
UB10,51.548367,-0.454176
UB11,51.520629,-0.461992
UB2,51.498664,-0.377369
UB3,51.501096,-0.425323
UB4,51.521502,-0.411092
UB5,51.543349,-0.378766
UB6,51.538147,-0.338734
UB7,51.507421,-0.473156
UB8,51.544162,-0.481698
UB9,51.577804,-0.484545
W1,51.513606,-0.149799
W10,51.521386,-0.104418
W11,51.512853,-0.206423
W12,51.5082,-0.233605
W13,51.513,-0.32
W14,51.495113,-0.21146
W1B,51.514,-0.139
W1C,51.514,-0.148
W1D,51.513618,-0.135815
W1F,51.513,-0.135
W1G,51.519,-0.147
W1H,51.517,-0.159
W1J,51.507,-0.143
W1K,51.510323,-0.146115
W1M,51.518,-0.149
W1S,51.512298,-0.14097
W1T,51.520184,-0.136582
W1U,51.518197,-0.152755
W1W,51.519518,-0.142444
W2,51.514879,-0.179972
W3,51.512054,-0.265367
W4,51.488439,-0.264433
W5,51.51331,-0.301519
W6,51.492458,-0.229095
W7,51.510602,-0.335402
W8,51.501048,-0.193827
W9,51.52799,-0.191827
WA1,53.394843,-2.558947
WA10,53.45286,-2.766968
WA11,53.490604,-2.727756
WA12,53.459692,-2.631764
WA13,53.387454,-2.462552
WA14,53.378034,-2.379418
WA15,53.378512,-2.314201
WA16,53.291413,-2.390396
WA2,53.421834,-2.578832
WA3,53.447088,-2.541988
WA4,53.340618,-2.582237
WA5,53.412261,-2.647757
WA6,53.273352,-2.720355
WA7,53.33,-2.703
WA8,53.372,-2.741
WA9,53.435282,-2.721742
WC1,51.524142,-0.123356
WC1A,51.517,-0.125
WC1B,51.520195,-0.125547
WC1E,51.520851,-0.129968
WC1H,51.524,-0.126
WC1N,51.522,-0.12
WC1R,51.519,-0.116
WC1V,51.517,-0.118
WC1X,51.525,-0.116
WC2,51.51232,-0.121123
WC2A,51.516,-0.115
WC2B,51.51429,-0.119649
WC2E,51.512,-0.123
WC2H,51.512967,-0.127731
WC2N,51.51,-0.125
WC2R,51.512,-0.119
WD1,51.647,-0.4
WD17,51.666924,-0.407119
WD18,51.648432,-0.416469
WD19,51.632738,-0.396302
WD2,51.667,-0.377
WD23,51.648623,-0.374173
WD24,51.666882,-0.40034
WD25,51.681413,-0.377201
WD3,51.65076,-0.485968
WD4,51.708212,-0.46302
WD5,51.710348,-0.419762
WD6,51.658067,-0.286915
WD7,51.688283,-0.297517
WF1,53.686549,-1.473713
WF10,53.733251,-1.351402
WF11,53.71623,-1.248052
WF12,53.682481,-1.62991
WF13,53.682269,-1.648378
WF14,53.681715,-1.685035
WF15,53.705902,-1.705277
WF16,53.71178,-1.669896
WF17,53.722982,-1.637433
WF2,53.673197,-1.500612
WF3,53.714088,-1.521381
WF4,53.640904,-1.516769
WF5,53.681704,-1.569953
WF6,53.703467,-1.419597
WF7,53.668369,-1.361043
WF8,53.662992,-1.270635
WF9,53.610508,-1.314208
WN1,53.573918,-2.630737
WN2,53.537,-2.582
WN3,53.529,-2.645
WN4,53.495,-2.643
WN5,53.522385,-2.682309
WN6,53.574,-2.669
WN7,53.498847,-2.52264
WN8,53.559421,-2.773847
WR1,52.199959,-2.207516
WR10,52.112812,-2.051009
WR11,52.095021,-1.914364
WR12,52.048252,-1.883911
WR13,52.083914,-2.337141
WR14,52.099427,-2.323878
WR15,52.291102,-2.542799
WR2,52.190878,-2.243496
WR3,52.221467,-2.194111
WR4,52.204644,-2.189375
WR5,52.166284,-2.188162
WR6,52.21976,-2.350779
WR7,52.184112,-2.066454
WR8,52.11906,-2.203122
WR9,52.272714,-2.154912
WS1,52.576095,-1.978659
WS10,52.560534,-2.015539
WS11,52.686139,-2.024951
WS12,52.717575,-1.997868
WS13,52.704528,-1.807525
WS14,52.646531,-1.819554
WS15,52.765303,-1.911238
WS2,52.589623,-2.008549
WS3,52.622193,-1.995959
WS4,52.606083,-1.958457
WS5,52.570096,-1.958803
WS6,52.653552,-2.023523
WS7,52.676906,-1.877815
WS8,52.625714,-1.945504
WS9,52.603195,-1.913883
WV1,52.585124,-2.115862
WV10,52.633707,-2.10384
WV11,52.620011,-2.06717
WV12,52.605184,-2.042545
WV13,52.583947,-2.073161
WV14,52.558796,-2.078621
WV15,52.508859,-2.356063
WV16,52.507071,-2.487783
WV2,52.577194,-2.118693
WV3,52.57947,-2.156364
WV4,52.566276,-2.159403
WV5,52.536667,-2.247804
WV6,52.58969,-2.239941
WV7,52.633048,-2.270047
WV8,52.634771,-2.198167
WV9,52.627681,-2.149999
YO1,53.958128,-1.080271
YO10,53.95,-1.058
YO11,54.265,-0.395
YO12,54.274,-0.422
YO13,54.288,-0.496
YO14,54.199,-0.297
YO15,54.094,-0.177
YO16,54.098857,-0.234205
YO17,54.136,-0.753
YO18,54.258,-0.767
YO19,53.91,-1.021
YO21,54.477,-0.712
YO22,54.437865,-0.659291
YO23,53.905427,-1.151037
YO24,53.945633,-1.116697
YO25,54.005,-0.413
YO26,54.007161,-1.22099
YO30,53.986,-1.114
YO31,53.969,-1.063
YO32,54.011,-1.059
YO41,53.970549,-0.914929
YO42,53.918642,-0.786038
YO43,53.85,-0.69
YO51,54.082249,-1.404077
YO60,54.082,-0.941
YO61,54.13435,-1.220606
YO62,54.242,-0.993
YO7,54.224,-1.35
YO8,53.781,-1.058
ZE1,60.152,-1.168
ZE2,60.331,-1.226
ZE3,59.884,-1.302
IM8,54.2948433,-4.3895247
IM9,54.0950888,-4.6928518
JE1,49.2,-2.1333
JE4,49.2,-2.1333
IM1,54.15147,-4.4819153
IM2,54.150921,-4.85417
IM3,54.1730097,-4.446974
IM4,54.1928611,-4.4831809
IM5,54.169447,-4.727593
IM6,54.2801,-4.585813
IM7,54.381528,-4.4273065
JE2,49.198461,-2.116311
JE3,49.186386,-2.204252
GY1,49.452881,-2.543269
GY2,49.483814,-2.542925
GY3,49.481938,-2.537658
GY4,49.433639,-2.549065
GY5,49.466707,-2.598564
GY6,49.46683,-2.557664
GY7,49.443875,-2.623538
GY8,49.428479,-2.622825
GY9,49.716768,-2.203349
CB21,52.127166,0.272036
CB22,52.142087,0.125502
CB23,52.212508,-0.002369
CB24,52.274212,0.071859
CB25,52.268824,0.247153
